"pick_number","name","code","year","all_star","all_nba1","all_nba2","all_nba3"
24,"Jackson,Reggie","jacksre01",2011,0,0,0,0
25,"Brooks,MarShon","brookma01",2011,0,0,0,0
26,"Hamilton,Jordan","hamiljo02",2011,0,0,0,0
27,"Johnson,JaJuan","johnsja02",2011,0,0,0,0
28,"Cole,Norris","coleno01",2011,0,0,0,0
29,"Joseph,Cory","josepco01",2011,0,0,0,0
30,"Butler,Jimmy","butleji01",2011,5,0,0,2
31,"Bogdanović,Bojan","bogdabo02",2011,0,0,0,0
32,"Harper,Justin","harpeju01",2011,0,0,0,0
33,"Singler,Kyle","singlky01",2011,0,0,0,0
34,"Mack,Shelvin","macksh01",2011,0,0,0,0
35,"Honeycutt,Tyler","honeyty01",2011,0,0,0,0
36,"Williams,Jordan","willijo03",2011,0,0,0,0
37,"Thompkins,Trey","thomptr02",2011,0,0,0,0
38,"Parsons,Chandler","parsoch01",2011,0,0,0,0
39,"Tyler,Jeremy","tylerje01",2011,0,0,0,0
40,"Leuer,Jon","leuerjo01",2011,0,0,0,0
41,"Morris,Darius","morrida01",2011,0,0,0,0
42,"Bertāns,Dāvis","bertada01",2011,0,0,0,0
43,"Lee,Malcolm","leema01",2011,0,0,0,0
44,"Jenkins,Charles","jenkich01",2011,0,0,0,0
45,"Harrellson,Josh","harrejo01",2011,0,0,0,0
46,"Goudelock,Andrew","goudean01",2011,0,0,0,0
47,"Leslie,Travis","leslitr01",2011,0,0,0,0
48,"Benson,Keith","bensoke02",2011,0,0,0,0
49,"Selby,Josh","selbyjo01",2011,0,0,0,0
50,"Allen,Lavoy","allenla01",2011,0,0,0,0
51,"Diebler,Jon","diebljo01",2011,0,0,0,0
52,"Macklin,Vernon","macklve01",2011,0,0,0,0
53,"Liggins,DeAndre","liggide01",2011,0,0,0,0
54,"Mačvan,Milan","macvami01",2011,0,0,0,0
55,"Moore,E'Twaun","mooreet01",2011,0,0,0,0
56,"Maduabum,Chukwudiebere","maduach01",2011,0,0,0,0
57,"Ngombo,Targuy",NA,2011,0,0,0,0
58,"Majok,Ater","majokat01",2011,0,0,0,0
59,"Hanga,Ádám","hangaad01",2011,0,0,0,0
60,"Thomas,Isaiah","thomais02",2011,2,0,1,0
1,"Davis,Anthony","davisan02",2012,7,3,0,0
2,"Kidd-Gilchrist,Michael","kiddgmi01",2012,0,0,0,0
3,"Beal,Bradley","bealbr01",2012,2,0,0,0
4,"Waiters,Dion","waitedi01",2012,0,0,0,0
5,"Robinson,Thomas","robinth01",2012,0,0,0,0
6,"Lillard,Damian","lillada01",2012,5,1,2,1
7,"Barnes,Harrison","barneha02",2012,0,0,0,0
8,"Ross,Terrence","rosste01",2012,0,0,0,0
9,"Drummond,Andre","drumman01",2012,2,0,0,1
10,"Rivers,Austin","riverau01",2012,0,0,0,0
11,"Leonard,Meyers","leoname01",2012,0,0,0,0
12,"Lamb,Jeremy","lambje01",2012,0,0,0,0
13,"Marshall,Kendall","marshke01",2012,0,0,0,0
14,"Henson,John","hensojo01",2012,0,0,0,0
15,"Harkless,Maurice","harklma01",2012,0,0,0,0
16,"White,Royce","whitero03",2012,0,0,0,0
17,"Zeller,Tyler","zellety01",2012,0,0,0,0
18,"Jones,Terrence","joneste01",2012,0,0,0,0
19,"Nicholson,Andrew","nichoan01",2012,0,0,0,0
20,"Fournier,Evan","fournev01",2012,0,0,0,0
21,"Sullinger,Jared","sullija01",2012,0,0,0,0
22,"Melo,Fab","melofa01",2012,0,0,0,0
23,"Jenkins,John","jenkijo01",2012,0,0,0,0
24,"Cunningham,Jared","cunnija01",2012,0,0,0,0
25,"Wroten,Tony","wroteto01",2012,0,0,0,0
26,"Plumlee,Miles","plumlmi01",2012,0,0,0,0
27,"Moultrie,Arnett","moultar01",2012,0,0,0,0
28,"Jones,Perry","jonespe01",2012,0,0,0,0
29,"Teague,Marquis","teaguma01",2012,0,0,0,0
30,"Ezeli,Festus","ezelife01",2012,0,0,0,0
31,"Taylor,Jeffery","tayloje03",2012,0,0,0,0
32,"Satoranský,Tomáš","satorto01",2012,0,0,0,0
33,"James,Bernard","jamesbe01",2012,0,0,0,0
34,"Crowder,Jae","crowdja01",2012,0,0,0,0
35,"Green,Draymond","greendr01",2012,3,0,1,1
36,"Johnson,Orlando","johnsor01",2012,0,0,0,0
37,"Acy,Quincy","acyqu01",2012,0,0,0,0
38,"Miller,Quincy","millequ01",2012,0,0,0,0
39,"Middleton,Khris","middlkh01",2012,2,0,0,0
40,"Barton,Will","bartowi01",2012,0,0,0,0
41,"Taylor,Tyshawn","tayloty01",2012,0,0,0,0
42,"Lamb,Doron","lambdo01",2012,0,0,0,0
43,"Scott,Mike","scottmi01",2012,0,0,0,0
44,"English,Kim","engliki01",2012,0,0,0,0
45,"Hamilton,Justin","hamilju01",2012,0,0,0,0
46,"Miller,Darius","milleda01",2012,0,0,0,0
47,"Murphy,Kevin","murphke01",2012,0,0,0,0
48,"Papanikolaou,Kostas","papanko01",2012,0,0,0,0
49,"O'Quinn,Kyle","oquinky01",2012,0,0,0,0
50,"Türkyılmaz,İzzet","turkyiz01",2012,0,0,0,0
51,"Joseph,Kris","josepkr01",2012,0,0,0,0
52,"Kuzmić,Ognjen","kuzmiog01",2012,0,0,0,0
53,"Aldemir,Furkan","aldemfu01",2012,0,0,0,0
54,"Shengelia,Tornike","shengto01",2012,0,0,0,0
55,"Johnson-Odom,Darius","johnsda03",2012,0,0,0,0
56,"Zubčić,Tomislav","zubcito01",2012,0,0,0,0
57,"Karaman,İlkan","karamil01",2012,0,0,0,0
58,"Hummel,Robbie","hummero01",2012,0,0,0,0
59,"Denmon,Marcus","denmoma01",2012,0,0,0,0
60,"Sacre,Robert","sacrero01",2012,0,0,0,0
