"away","home","a.sc","h.sc","date","dateR","yet_to_play","away_bb","home_bb","year","h_margin","away_year","home_year","home_strength","away_strength","bb_id","home_pd_adv","home_rate","away_rate"
"Los Angeles Lakers","Toronto Raptors",80,113,"Fri, Dec 2, 2016","2016-12-02",0,0,0,2017,33,"Los Angeles Lakers_2017","Toronto Raptors_2017",4.20731707317073,-6.8780487804878,0,11.0853658536585,3.099,-5.741
"Minnesota Timberwolves","Charlotte Hornets",125,120,"Sat, Dec 3, 2016","2016-12-03",0,1,0,2017,-5,"Minnesota Timberwolves_2017","Charlotte Hornets_2017",0.195121951219512,-1.10975609756098,-1,1.30487804878049,0.379000000000001,0.0390000000000015
"Chicago Bulls","Dallas Mavericks",82,107,"Sat, Dec 3, 2016","2016-12-03",0,1,0,2017,25,"Chicago Bulls_2017","Dallas Mavericks_2017",-2.92682926829268,0.426829268292683,-1,-3.35365853658537,-0.640999999999998,-0.810999999999998
"Phoenix Suns","Golden State Warriors",109,138,"Sat, Dec 3, 2016","2016-12-03",0,0,0,2017,29,"Phoenix Suns_2017","Golden State Warriors_2017",11.6341463414634,-5.63414634146341,0,17.2682926829268,8.539,-4.041
"Los Angeles Lakers","Memphis Grizzlies",100,103,"Sat, Dec 3, 2016","2016-12-03",0,1,0,2017,3,"Los Angeles Lakers_2017","Memphis Grizzlies_2017",0.48780487804878,-6.8780487804878,-1,7.36585365853658,0.379000000000001,-5.741
"Brooklyn Nets","Milwaukee Bucks",103,112,"Sat, Dec 3, 2016","2016-12-03",0,0,0,2017,9,"Brooklyn Nets_2017","Milwaukee Bucks_2017",-0.182926829268293,-6.73170731707317,0,6.54878048780488,-2.341,-6.761
"Boston Celtics","Philadelphia 76ers",107,106,"Sat, Dec 3, 2016","2016-12-03",0,1,1,2017,-1,"Boston Celtics_2017","Philadelphia 76ers_2017",-5.69512195121951,2.63414634146341,0,-8.32926829268293,-6.081,3.779
"Miami Heat","Portland Trail Blazers",92,99,"Sat, Dec 3, 2016","2016-12-03",0,0,0,2017,7,"Miami Heat_2017","Portland Trail Blazers_2017",-0.524390243902439,1.0609756097561,0,-1.58536585365854,1.399,-2.341
"Atlanta Hawks","Toronto Raptors",84,128,"Sat, Dec 3, 2016","2016-12-03",0,1,1,2017,44,"Atlanta Hawks_2017","Toronto Raptors_2017",4.20731707317073,-0.853658536585366,0,5.0609756097561,3.099,0.719000000000001
"Denver Nuggets","Utah Jazz",98,105,"Sat, Dec 3, 2016","2016-12-03",0,1,0,2017,7,"Denver Nuggets_2017","Utah Jazz_2017",3.9390243902439,0.51219512195122,-1,3.42682926829268,2.079,-1.491
"Orlando Magic","Detroit Pistons",98,92,"Sun, Dec 4, 2016","2016-12-04",0,0,0,2017,-6,"Orlando Magic_2017","Detroit Pistons_2017",-1.1219512195122,-6.57317073170732,0,5.45121951219512,1.059,-1.321
"Indiana Pacers","Los Angeles Clippers",111,102,"Sun, Dec 4, 2016","2016-12-04",0,0,0,2017,-9,"Indiana Pacers_2017","Los Angeles Clippers_2017",4.29268292682927,-0.219512195121951,0,4.51219512195122,4.119,1.059
"Sacramento Kings","New York Knicks",98,106,"Sun, Dec 4, 2016","2016-12-04",0,0,0,2017,8,"Sacramento Kings_2017","New York Knicks_2017",-3.67073170731707,-3.8780487804878,0,0.207317073170731,-0.980999999999998,-2.681
"New Orleans Pelicans","Oklahoma City Thunder",92,101,"Sun, Dec 4, 2016","2016-12-04",0,0,0,2017,9,"New Orleans Pelicans_2017","Oklahoma City Thunder_2017",0.75609756097561,-2.09756097560976,0,2.85365853658537,1.229,-1.661
"Oklahoma City Thunder","Atlanta Hawks",102,99,"Mon, Dec 5, 2016","2016-12-05",0,1,0,2017,-3,"Oklahoma City Thunder_2017","Atlanta Hawks_2017",-0.853658536585366,0.75609756097561,-1,-1.60975609756098,0.719000000000001,1.229
"Washington Wizards","Brooklyn Nets",118,113,"Mon, Dec 5, 2016","2016-12-05",0,0,0,2017,-5,"Washington Wizards_2017","Brooklyn Nets_2017",-6.73170731707317,1.80487804878049,0,-8.53658536585366,-6.761,0.379000000000001
"Portland Trail Blazers","Chicago Bulls",112,110,"Mon, Dec 5, 2016","2016-12-05",0,0,0,2017,-2,"Portland Trail Blazers_2017","Chicago Bulls_2017",0.426829268292683,-0.524390243902439,0,0.951219512195122,-0.810999999999998,1.399
"Charlotte Hornets","Dallas Mavericks",109,101,"Mon, Dec 5, 2016","2016-12-05",0,0,0,2017,-8,"Charlotte Hornets_2017","Dallas Mavericks_2017",-2.92682926829268,0.195121951219512,0,-3.1219512195122,-0.640999999999998,0.379000000000001
"Indiana Pacers","Golden State Warriors",106,142,"Mon, Dec 5, 2016","2016-12-05",0,1,0,2017,36,"Indiana Pacers_2017","Golden State Warriors_2017",11.6341463414634,-0.219512195121951,-1,11.8536585365854,8.539,1.059
"Boston Celtics","Houston Rockets",106,107,"Mon, Dec 5, 2016","2016-12-05",0,0,0,2017,1,"Boston Celtics_2017","Houston Rockets_2017",5.76829268292683,2.63414634146341,0,3.13414634146341,0.889000000000001,3.779
"Utah Jazz","Los Angeles Lakers",107,101,"Mon, Dec 5, 2016","2016-12-05",0,0,0,2017,-6,"Utah Jazz_2017","Los Angeles Lakers_2017",-6.8780487804878,3.9390243902439,0,-10.8170731707317,-5.741,2.079
"San Antonio Spurs","Milwaukee Bucks",97,96,"Mon, Dec 5, 2016","2016-12-05",0,0,0,2017,-1,"San Antonio Spurs_2017","Milwaukee Bucks_2017",-0.182926829268293,7.19512195121951,0,-7.3780487804878,-2.341,5.479
"Memphis Grizzlies","New Orleans Pelicans",110,108,"Mon, Dec 5, 2016","2016-12-05",0,0,1,2017,-2,"Memphis Grizzlies_2017","New Orleans Pelicans_2017",-2.09756097560976,0.48780487804878,1,-2.58536585365854,-1.661,0.379000000000001
"Denver Nuggets","Philadelphia 76ers",106,98,"Mon, Dec 5, 2016","2016-12-05",0,0,0,2017,-8,"Denver Nuggets_2017","Philadelphia 76ers_2017",-5.69512195121951,0.51219512195122,0,-6.20731707317073,-6.081,-1.491
"Cleveland Cavaliers","Toronto Raptors",116,112,"Mon, Dec 5, 2016","2016-12-05",0,0,0,2017,-4,"Cleveland Cavaliers_2017","Toronto Raptors_2017",4.20731707317073,3.18292682926829,0,1.02439024390244,3.099,5.139
"Chicago Bulls","Detroit Pistons",91,102,"Tue, Dec 6, 2016","2016-12-06",0,1,0,2017,11,"Chicago Bulls_2017","Detroit Pistons_2017",-1.1219512195122,0.426829268292683,-1,-1.54878048780488,1.059,-0.810999999999998
"Philadelphia 76ers","Memphis Grizzlies",91,96,"Tue, Dec 6, 2016","2016-12-06",0,1,1,2017,5,"Philadelphia 76ers_2017","Memphis Grizzlies_2017",0.48780487804878,-5.69512195121951,0,6.18292682926829,0.379000000000001,-6.081
"New York Knicks","Miami Heat",114,103,"Tue, Dec 6, 2016","2016-12-06",0,0,0,2017,-11,"New York Knicks_2017","Miami Heat_2017",1.0609756097561,-3.67073170731707,0,4.73170731707317,-2.341,-0.980999999999998
"San Antonio Spurs","Minnesota Timberwolves",105,91,"Tue, Dec 6, 2016","2016-12-06",0,1,0,2017,-14,"San Antonio Spurs_2017","Minnesota Timberwolves_2017",-1.10975609756098,7.19512195121951,-1,-8.30487804878049,0.0390000000000015,5.479
"Phoenix Suns","Utah Jazz",105,112,"Tue, Dec 6, 2016","2016-12-06",0,0,1,2017,7,"Phoenix Suns_2017","Utah Jazz_2017",3.9390243902439,-5.63414634146341,1,9.57317073170732,2.079,-4.041
"Orlando Magic","Washington Wizards",124,116,"Tue, Dec 6, 2016","2016-12-06",0,0,1,2017,-8,"Orlando Magic_2017","Washington Wizards_2017",1.80487804878049,-6.57317073170732,1,8.37804878048781,0.379000000000001,-1.321
"Miami Heat","Atlanta Hawks",95,103,"Wed, Dec 7, 2016","2016-12-07",0,1,0,2017,8,"Miami Heat_2017","Atlanta Hawks_2017",-0.853658536585366,1.0609756097561,-1,-1.91463414634146,0.719000000000001,-2.341
"Denver Nuggets","Brooklyn Nets",111,116,"Wed, Dec 7, 2016","2016-12-07",0,0,0,2017,5,"Denver Nuggets_2017","Brooklyn Nets_2017",-6.73170731707317,0.51219512195122,0,-7.24390243902439,-6.761,-1.491
"Detroit Pistons","Charlotte Hornets",77,87,"Wed, Dec 7, 2016","2016-12-07",0,1,0,2017,10,"Detroit Pistons_2017","Charlotte Hornets_2017",0.195121951219512,-1.1219512195122,-1,1.31707317073171,0.379000000000001,1.059
"Sacramento Kings","Dallas Mavericks",120,89,"Wed, Dec 7, 2016","2016-12-07",0,0,0,2017,-31,"Sacramento Kings_2017","Dallas Mavericks_2017",-2.92682926829268,-3.8780487804878,0,0.951219512195122,-0.640999999999998,-2.681
"Los Angeles Lakers","Houston Rockets",95,134,"Wed, Dec 7, 2016","2016-12-07",0,0,0,2017,39,"Los Angeles Lakers_2017","Houston Rockets_2017",5.76829268292683,-6.8780487804878,0,12.6463414634146,0.889000000000001,-5.741
"Golden State Warriors","Los Angeles Clippers",115,98,"Wed, Dec 7, 2016","2016-12-07",0,0,0,2017,-17,"Golden State Warriors_2017","Los Angeles Clippers_2017",4.29268292682927,11.6341463414634,0,-7.34146341463415,4.119,8.539
"Portland Trail Blazers","Milwaukee Bucks",107,115,"Wed, Dec 7, 2016","2016-12-07",0,0,0,2017,8,"Portland Trail Blazers_2017","Milwaukee Bucks_2017",-0.182926829268293,-0.524390243902439,0,0.341463414634146,-2.341,1.399
"Cleveland Cavaliers","New York Knicks",126,94,"Wed, Dec 7, 2016","2016-12-07",0,0,1,2017,-32,"Cleveland Cavaliers_2017","New York Knicks_2017",-3.67073170731707,3.18292682926829,1,-6.85365853658537,-0.980999999999998,5.139
"Boston Celtics","Orlando Magic",117,87,"Wed, Dec 7, 2016","2016-12-07",0,0,1,2017,-30,"Boston Celtics_2017","Orlando Magic_2017",-6.57317073170732,2.63414634146341,1,-9.20731707317073,-1.321,3.779
"Indiana Pacers","Phoenix Suns",109,94,"Wed, Dec 7, 2016","2016-12-07",0,0,1,2017,-15,"Indiana Pacers_2017","Phoenix Suns_2017",-5.63414634146341,-0.219512195121951,1,-5.41463414634146,-4.041,1.059
"San Antonio Spurs","Chicago Bulls",91,95,"Thu, Dec 8, 2016","2016-12-08",0,0,0,2017,4,"San Antonio Spurs_2017","Chicago Bulls_2017",0.426829268292683,7.19512195121951,0,-6.76829268292683,-0.810999999999998,5.479
"Portland Trail Blazers","Memphis Grizzlies",86,88,"Thu, Dec 8, 2016","2016-12-08",0,1,0,2017,2,"Portland Trail Blazers_2017","Memphis Grizzlies_2017",0.48780487804878,-0.524390243902439,-1,1.01219512195122,0.379000000000001,1.399
"Philadelphia 76ers","New Orleans Pelicans",99,88,"Thu, Dec 8, 2016","2016-12-08",0,0,0,2017,-11,"Philadelphia 76ers_2017","New Orleans Pelicans_2017",-2.09756097560976,-5.69512195121951,0,3.59756097560976,-1.661,-6.081
"Minnesota Timberwolves","Toronto Raptors",110,124,"Thu, Dec 8, 2016","2016-12-08",0,0,0,2017,14,"Minnesota Timberwolves_2017","Toronto Raptors_2017",4.20731707317073,-1.10975609756098,0,5.31707317073171,3.099,0.0390000000000015
"Golden State Warriors","Utah Jazz",106,99,"Thu, Dec 8, 2016","2016-12-08",0,1,0,2017,-7,"Golden State Warriors_2017","Utah Jazz_2017",3.9390243902439,11.6341463414634,-1,-7.69512195121951,2.079,8.539
"Denver Nuggets","Washington Wizards",85,92,"Thu, Dec 8, 2016","2016-12-08",0,1,0,2017,7,"Denver Nuggets_2017","Washington Wizards_2017",1.80487804878049,0.51219512195122,-1,1.29268292682927,0.379000000000001,-1.491
"Toronto Raptors","Boston Celtics",101,94,"Fri, Dec 9, 2016","2016-12-09",0,1,0,2017,-7,"Toronto Raptors_2017","Boston Celtics_2017",2.63414634146341,4.20731707317073,-1,-1.57317073170732,3.779,3.099
"Orlando Magic","Charlotte Hornets",88,109,"Fri, Dec 9, 2016","2016-12-09",0,0,0,2017,21,"Orlando Magic_2017","Charlotte Hornets_2017",0.195121951219512,-6.57317073170732,0,6.76829268292683,0.379000000000001,-1.321
"Miami Heat","Cleveland Cavaliers",84,114,"Fri, Dec 9, 2016","2016-12-09",0,0,0,2017,30,"Miami Heat_2017","Cleveland Cavaliers_2017",3.18292682926829,1.0609756097561,0,2.1219512195122,5.139,-2.341
"Indiana Pacers","Dallas Mavericks",103,111,"Fri, Dec 9, 2016","2016-12-09",0,0,0,2017,8,"Indiana Pacers_2017","Dallas Mavericks_2017",-2.92682926829268,-0.219512195121951,0,-2.70731707317073,-0.640999999999998,1.059
"Phoenix Suns","Los Angeles Lakers",119,115,"Fri, Dec 9, 2016","2016-12-09",0,0,0,2017,-4,"Phoenix Suns_2017","Los Angeles Lakers_2017",-6.8780487804878,-5.63414634146341,0,-1.24390243902439,-5.741,-4.041
"Atlanta Hawks","Milwaukee Bucks",114,110,"Fri, Dec 9, 2016","2016-12-09",0,0,0,2017,-4,"Atlanta Hawks_2017","Milwaukee Bucks_2017",-0.182926829268293,-0.853658536585366,0,0.670731707317073,-2.341,0.719000000000001
"Detroit Pistons","Minnesota Timberwolves",117,90,"Fri, Dec 9, 2016","2016-12-09",0,0,1,2017,-27,"Detroit Pistons_2017","Minnesota Timberwolves_2017",-1.10975609756098,-1.1219512195122,1,0.0121951219512195,0.0390000000000015,1.059
"Houston Rockets","Oklahoma City Thunder",102,99,"Fri, Dec 9, 2016","2016-12-09",0,0,0,2017,-3,"Houston Rockets_2017","Oklahoma City Thunder_2017",0.75609756097561,5.76829268292683,0,-5.01219512195122,1.229,0.889000000000001
"New York Knicks","Sacramento Kings",103,100,"Fri, Dec 9, 2016","2016-12-09",0,0,0,2017,-3,"New York Knicks_2017","Sacramento Kings_2017",-3.8780487804878,-3.67073170731707,0,-0.207317073170731,-2.681,-0.980999999999998
"Miami Heat","Chicago Bulls",100,105,"Sat, Dec 10, 2016","2016-12-10",0,1,0,2017,5,"Miami Heat_2017","Chicago Bulls_2017",0.426829268292683,1.0609756097561,-1,-0.634146341463415,-0.810999999999998,-2.341
"Charlotte Hornets","Cleveland Cavaliers",105,116,"Sat, Dec 10, 2016","2016-12-10",0,1,1,2017,11,"Charlotte Hornets_2017","Cleveland Cavaliers_2017",3.18292682926829,0.195121951219512,0,2.98780487804878,5.139,0.379000000000001
"Dallas Mavericks","Houston Rockets",87,109,"Sat, Dec 10, 2016","2016-12-10",0,1,1,2017,22,"Dallas Mavericks_2017","Houston Rockets_2017",5.76829268292683,-2.92682926829268,0,8.69512195121951,0.889000000000001,-0.640999999999998
"Portland Trail Blazers","Indiana Pacers",111,118,"Sat, Dec 10, 2016","2016-12-10",0,0,1,2017,7,"Portland Trail Blazers_2017","Indiana Pacers_2017",-0.219512195121951,-0.524390243902439,1,0.304878048780488,1.059,1.399
"New Orleans Pelicans","Los Angeles Clippers",105,133,"Sat, Dec 10, 2016","2016-12-10",0,0,0,2017,28,"New Orleans Pelicans_2017","Los Angeles Clippers_2017",4.29268292682927,-2.09756097560976,0,6.39024390243902,4.119,-1.661
"Golden State Warriors","Memphis Grizzlies",89,110,"Sat, Dec 10, 2016","2016-12-10",0,0,0,2017,21,"Golden State Warriors_2017","Memphis Grizzlies_2017",0.48780487804878,11.6341463414634,0,-11.1463414634146,0.379000000000001,8.539
"Denver Nuggets","Orlando Magic",121,113,"Sat, Dec 10, 2016","2016-12-10",0,0,1,2017,-8,"Denver Nuggets_2017","Orlando Magic_2017",-6.57317073170732,0.51219512195122,1,-7.08536585365854,-1.321,-1.491
"Brooklyn Nets","San Antonio Spurs",101,130,"Sat, Dec 10, 2016","2016-12-10",0,0,0,2017,29,"Brooklyn Nets_2017","San Antonio Spurs_2017",7.19512195121951,-6.73170731707317,0,13.9268292682927,5.479,-6.761
"Sacramento Kings","Utah Jazz",84,104,"Sat, Dec 10, 2016","2016-12-10",0,1,0,2017,20,"Sacramento Kings_2017","Utah Jazz_2017",3.9390243902439,-3.8780487804878,-1,7.81707317073171,2.079,-2.681
"Milwaukee Bucks","Washington Wizards",105,110,"Sat, Dec 10, 2016","2016-12-10",0,1,0,2017,5,"Milwaukee Bucks_2017","Washington Wizards_2017",1.80487804878049,-0.182926829268293,-1,1.98780487804878,0.379000000000001,-2.341
"Philadelphia 76ers","Detroit Pistons",97,79,"Sun, Dec 11, 2016","2016-12-11",0,0,0,2017,-18,"Philadelphia 76ers_2017","Detroit Pistons_2017",-1.1219512195122,-5.69512195121951,0,4.57317073170732,1.059,-6.081
"New York Knicks","Los Angeles Lakers",118,112,"Sun, Dec 11, 2016","2016-12-11",0,0,0,2017,-6,"New York Knicks_2017","Los Angeles Lakers_2017",-6.8780487804878,-3.67073170731707,0,-3.20731707317073,-5.741,-0.980999999999998
"Golden State Warriors","Minnesota Timberwolves",116,108,"Sun, Dec 11, 2016","2016-12-11",0,1,0,2017,-8,"Golden State Warriors_2017","Minnesota Timberwolves_2017",-1.10975609756098,11.6341463414634,-1,-12.7439024390244,0.0390000000000015,8.539
"Boston Celtics","Oklahoma City Thunder",96,99,"Sun, Dec 11, 2016","2016-12-11",0,0,0,2017,3,"Boston Celtics_2017","Oklahoma City Thunder_2017",0.75609756097561,2.63414634146341,0,-1.8780487804878,1.229,3.779
"New Orleans Pelicans","Phoenix Suns",120,119,"Sun, Dec 11, 2016","2016-12-11",0,1,0,2017,-1,"New Orleans Pelicans_2017","Phoenix Suns_2017",-5.63414634146341,-2.09756097560976,-1,-3.53658536585366,-4.041,-1.661
"Denver Nuggets","Dallas Mavericks",92,112,"Mon, Dec 12, 2016","2016-12-12",0,0,0,2017,20,"Denver Nuggets_2017","Dallas Mavericks_2017",-2.92682926829268,0.51219512195122,0,-3.4390243902439,-0.640999999999998,-1.491
"Brooklyn Nets","Houston Rockets",118,122,"Mon, Dec 12, 2016","2016-12-12",0,0,0,2017,4,"Brooklyn Nets_2017","Houston Rockets_2017",5.76829268292683,-6.73170731707317,0,12.5,0.889000000000001,-6.761
"Charlotte Hornets","Indiana Pacers",94,110,"Mon, Dec 12, 2016","2016-12-12",0,0,0,2017,16,"Charlotte Hornets_2017","Indiana Pacers_2017",-0.219512195121951,0.195121951219512,0,-0.414634146341463,1.059,0.379000000000001
"Portland Trail Blazers","Los Angeles Clippers",120,121,"Mon, Dec 12, 2016","2016-12-12",0,0,0,2017,1,"Portland Trail Blazers_2017","Los Angeles Clippers_2017",4.29268292682927,-0.524390243902439,0,4.81707317073171,4.119,1.399
"Washington Wizards","Miami Heat",101,112,"Mon, Dec 12, 2016","2016-12-12",0,0,0,2017,11,"Washington Wizards_2017","Miami Heat_2017",1.0609756097561,1.80487804878049,0,-0.74390243902439,-2.341,0.379000000000001
"Los Angeles Lakers","Sacramento Kings",92,116,"Mon, Dec 12, 2016","2016-12-12",0,1,0,2017,24,"Los Angeles Lakers_2017","Sacramento Kings_2017",-3.8780487804878,-6.8780487804878,-1,3,-2.681,-5.741
"Milwaukee Bucks","Toronto Raptors",100,122,"Mon, Dec 12, 2016","2016-12-12",0,0,0,2017,22,"Milwaukee Bucks_2017","Toronto Raptors_2017",4.20731707317073,-0.182926829268293,0,4.39024390243902,3.099,-2.341
"Orlando Magic","Atlanta Hawks",131,120,"Tue, Dec 13, 2016","2016-12-13",0,0,0,2017,-11,"Orlando Magic_2017","Atlanta Hawks_2017",-0.853658536585366,-6.57317073170732,0,5.71951219512195,0.719000000000001,-1.321
"Minnesota Timberwolves","Chicago Bulls",99,94,"Tue, Dec 13, 2016","2016-12-13",0,0,0,2017,-5,"Minnesota Timberwolves_2017","Chicago Bulls_2017",0.426829268292683,-1.10975609756098,0,1.53658536585366,-0.810999999999998,0.0390000000000015
"Memphis Grizzlies","Cleveland Cavaliers",86,103,"Tue, Dec 13, 2016","2016-12-13",0,0,0,2017,17,"Memphis Grizzlies_2017","Cleveland Cavaliers_2017",3.18292682926829,0.48780487804878,0,2.69512195121951,5.139,0.379000000000001
"Golden State Warriors","New Orleans Pelicans",113,109,"Tue, Dec 13, 2016","2016-12-13",0,0,0,2017,-4,"Golden State Warriors_2017","New Orleans Pelicans_2017",-2.09756097560976,11.6341463414634,0,-13.7317073170732,-1.661,8.539
"New York Knicks","Phoenix Suns",111,113,"Tue, Dec 13, 2016","2016-12-13",0,0,0,2017,2,"New York Knicks_2017","Phoenix Suns_2017",-5.63414634146341,-3.67073170731707,0,-1.96341463414634,-4.041,-0.980999999999998
"Oklahoma City Thunder","Portland Trail Blazers",95,114,"Tue, Dec 13, 2016","2016-12-13",0,0,1,2017,19,"Oklahoma City Thunder_2017","Portland Trail Blazers_2017",-0.524390243902439,0.75609756097561,1,-1.28048780487805,1.399,1.229
"Los Angeles Lakers","Brooklyn Nets",97,107,"Wed, Dec 14, 2016","2016-12-14",0,0,0,2017,10,"Los Angeles Lakers_2017","Brooklyn Nets_2017",-6.73170731707317,-6.8780487804878,0,0.146341463414634,-6.761,-5.741
"Detroit Pistons","Dallas Mavericks",95,85,"Wed, Dec 14, 2016","2016-12-14",0,0,0,2017,-10,"Detroit Pistons_2017","Dallas Mavericks_2017",-2.92682926829268,-1.1219512195122,0,-1.80487804878049,-0.640999999999998,1.059
"Sacramento Kings","Houston Rockets",98,132,"Wed, Dec 14, 2016","2016-12-14",0,0,0,2017,34,"Sacramento Kings_2017","Houston Rockets_2017",5.76829268292683,-3.8780487804878,0,9.64634146341463,0.889000000000001,-2.681
"Cleveland Cavaliers","Memphis Grizzlies",85,93,"Wed, Dec 14, 2016","2016-12-14",0,1,1,2017,8,"Cleveland Cavaliers_2017","Memphis Grizzlies_2017",0.48780487804878,3.18292682926829,0,-2.69512195121951,0.379000000000001,5.139
"Indiana Pacers","Miami Heat",89,95,"Wed, Dec 14, 2016","2016-12-14",0,0,0,2017,6,"Indiana Pacers_2017","Miami Heat_2017",1.0609756097561,-0.219512195121951,0,1.28048780487805,-2.341,1.059
"Los Angeles Clippers","Orlando Magic",113,108,"Wed, Dec 14, 2016","2016-12-14",0,0,1,2017,-5,"Los Angeles Clippers_2017","Orlando Magic_2017",-6.57317073170732,4.29268292682927,1,-10.8658536585366,-1.321,4.119
"Toronto Raptors","Philadelphia 76ers",123,114,"Wed, Dec 14, 2016","2016-12-14",0,0,0,2017,-9,"Toronto Raptors_2017","Philadelphia 76ers_2017",-5.69512195121951,4.20731707317073,0,-9.90243902439024,-6.081,3.099
"Boston Celtics","San Antonio Spurs",101,108,"Wed, Dec 14, 2016","2016-12-14",0,0,0,2017,7,"Boston Celtics_2017","San Antonio Spurs_2017",7.19512195121951,2.63414634146341,0,4.5609756097561,5.479,3.779
"Oklahoma City Thunder","Utah Jazz",89,109,"Wed, Dec 14, 2016","2016-12-14",0,1,0,2017,20,"Oklahoma City Thunder_2017","Utah Jazz_2017",3.9390243902439,0.75609756097561,-1,3.18292682926829,2.079,1.229
"Charlotte Hornets","Washington Wizards",106,109,"Wed, Dec 14, 2016","2016-12-14",0,0,0,2017,3,"Charlotte Hornets_2017","Washington Wizards_2017",1.80487804878049,0.195121951219512,0,1.60975609756098,0.379000000000001,0.379000000000001
"Portland Trail Blazers","Denver Nuggets",120,132,"Thu, Dec 15, 2016","2016-12-15",0,0,0,2017,12,"Portland Trail Blazers_2017","Denver Nuggets_2017",0.51219512195122,-0.524390243902439,0,1.03658536585366,-1.491,1.399
"New York Knicks","Golden State Warriors",90,103,"Thu, Dec 15, 2016","2016-12-15",0,0,0,2017,13,"New York Knicks_2017","Golden State Warriors_2017",11.6341463414634,-3.67073170731707,0,15.3048780487805,8.539,-0.980999999999998
"Chicago Bulls","Milwaukee Bucks",97,108,"Thu, Dec 15, 2016","2016-12-15",0,0,0,2017,11,"Chicago Bulls_2017","Milwaukee Bucks_2017",-0.182926829268293,0.426829268292683,0,-0.609756097560976,-2.341,-0.810999999999998
"Indiana Pacers","New Orleans Pelicans",95,102,"Thu, Dec 15, 2016","2016-12-15",0,1,0,2017,7,"Indiana Pacers_2017","New Orleans Pelicans_2017",-2.09756097560976,-0.219512195121951,-1,-1.8780487804878,-1.661,1.059
"San Antonio Spurs","Phoenix Suns",107,92,"Thu, Dec 15, 2016","2016-12-15",0,1,0,2017,-15,"San Antonio Spurs_2017","Phoenix Suns_2017",-5.63414634146341,7.19512195121951,-1,-12.8292682926829,-4.041,5.479
"Charlotte Hornets","Boston Celtics",88,96,"Fri, Dec 16, 2016","2016-12-16",0,0,0,2017,8,"Charlotte Hornets_2017","Boston Celtics_2017",2.63414634146341,0.195121951219512,0,2.4390243902439,3.779,0.379000000000001
"Milwaukee Bucks","Chicago Bulls",95,69,"Fri, Dec 16, 2016","2016-12-16",0,1,1,2017,-26,"Milwaukee Bucks_2017","Chicago Bulls_2017",0.426829268292683,-0.182926829268293,0,0.609756097560976,-0.810999999999998,-2.341
"New Orleans Pelicans","Houston Rockets",100,122,"Fri, Dec 16, 2016","2016-12-16",0,1,0,2017,22,"New Orleans Pelicans_2017","Houston Rockets_2017",5.76829268292683,-2.09756097560976,-1,7.86585365853659,0.889000000000001,-1.661
"Sacramento Kings","Memphis Grizzlies",96,92,"Fri, Dec 16, 2016","2016-12-16",0,0,0,2017,-4,"Sacramento Kings_2017","Memphis Grizzlies_2017",0.48780487804878,-3.8780487804878,0,4.36585365853658,0.379000000000001,-2.681
"Los Angeles Clippers","Miami Heat",102,98,"Fri, Dec 16, 2016","2016-12-16",0,0,0,2017,-4,"Los Angeles Clippers_2017","Miami Heat_2017",1.0609756097561,4.29268292682927,0,-3.23170731707317,-2.341,4.119
"Brooklyn Nets","Orlando Magic",111,118,"Fri, Dec 16, 2016","2016-12-16",0,0,0,2017,7,"Brooklyn Nets_2017","Orlando Magic_2017",-6.57317073170732,-6.73170731707317,0,0.158536585365853,-1.321,-6.761
"Los Angeles Lakers","Philadelphia 76ers",100,89,"Fri, Dec 16, 2016","2016-12-16",0,0,0,2017,-11,"Los Angeles Lakers_2017","Philadelphia 76ers_2017",-5.69512195121951,-6.8780487804878,0,1.18292682926829,-6.081,-5.741
"Atlanta Hawks","Toronto Raptors",125,121,"Fri, Dec 16, 2016","2016-12-16",0,0,0,2017,-4,"Atlanta Hawks_2017","Toronto Raptors_2017",4.20731707317073,-0.853658536585366,0,5.0609756097561,3.099,0.719000000000001
"Dallas Mavericks","Utah Jazz",100,103,"Fri, Dec 16, 2016","2016-12-16",0,0,0,2017,3,"Dallas Mavericks_2017","Utah Jazz_2017",3.9390243902439,-2.92682926829268,0,6.86585365853658,2.079,-0.640999999999998
"Detroit Pistons","Washington Wizards",108,122,"Fri, Dec 16, 2016","2016-12-16",0,0,0,2017,14,"Detroit Pistons_2017","Washington Wizards_2017",1.80487804878049,-1.1219512195122,0,2.92682926829268,0.379000000000001,1.059
"Charlotte Hornets","Atlanta Hawks",107,99,"Sat, Dec 17, 2016","2016-12-17",0,1,1,2017,-8,"Charlotte Hornets_2017","Atlanta Hawks_2017",-0.853658536585366,0.195121951219512,0,-1.04878048780488,0.719000000000001,0.379000000000001
"Los Angeles Lakers","Cleveland Cavaliers",108,119,"Sat, Dec 17, 2016","2016-12-17",0,1,0,2017,11,"Los Angeles Lakers_2017","Cleveland Cavaliers_2017",3.18292682926829,-6.8780487804878,-1,10.0609756097561,5.139,-5.741
"New York Knicks","Denver Nuggets",114,127,"Sat, Dec 17, 2016","2016-12-17",0,0,0,2017,13,"New York Knicks_2017","Denver Nuggets_2017",0.51219512195122,-3.67073170731707,0,4.18292682926829,-1.491,-0.980999999999998
"Indiana Pacers","Detroit Pistons",105,90,"Sat, Dec 17, 2016","2016-12-17",0,0,1,2017,-15,"Indiana Pacers_2017","Detroit Pistons_2017",-1.1219512195122,-0.219512195121951,1,-0.902439024390244,1.059,1.059
